"product_key","product_names","product_category","month","avg_qty_sold","frequency_segment"
474,"Women's Mountain Shorts, S",Clothing,1,141.0000000000000000,High Frequency
234,"Long-Sleeve Logo Jersey, L",Clothing,1,129.0000000000000000,High Frequency
285,"LL Road Frame - Black, 52",Components,1,10.0000000000000000,Low Frequency
308,"HL Mountain Frame - Silver, 38",Components,1,11.0000000000000000,Low Frequency
314,"Road-150 Red, 56",Bikes,1,18.0000000000000000,Low Frequency
230,"Long-Sleeve Logo Jersey, M",Clothing,1,37.0000000000000000,Mid Frequency
369,"Road-250 Red, 48",Bikes,1,33.0000000000000000,Mid Frequency
309,"HL Mountain Frame - Silver, 38",Components,1,11.0000000000000000,Low Frequency
346,"Mountain-100 Silver, 44",Bikes,1,29.0000000000000000,Mid Frequency
555,Front Brakes,Components,1,26.0000000000000000,Mid Frequency
427,"ML Mountain Frame - Black, 44",Components,1,17.0000000000000000,Low Frequency
273,"LL Road Frame - Red, 62",Components,1,19.0000000000000000,Low Frequency
564,"Touring-1000 Yellow, 60",Bikes,1,42.0000000000000000,Mid Frequency
500,"HL Touring Frame - Blue, 60",Components,1,11.0000000000000000,Low Frequency
324,"Road-650 Red, 62",Bikes,1,30.0000000000000000,Mid Frequency
458,"Women's Tights, L",Clothing,1,92.0000000000000000,High Frequency
215,"Sport-100 Helmet, Black",Accessories,1,10.0000000000000000,Low Frequency
562,"Touring-1000 Yellow, 50",Bikes,1,17.0000000000000000,Low Frequency
342,"Road-650 Black, 52",Bikes,1,49.0000000000000000,Mid Frequency
418,"ML Road Frame-W - Yellow, 38",Components,1,9.0000000000000000,Low Frequency
212,"Sport-100 Helmet, Red",Accessories,1,12.0000000000000000,Low Frequency
355,"Mountain-200 Silver, 42",Bikes,1,32.0000000000000000,Mid Frequency
374,"Road-250 Black, 44",Bikes,1,40.0000000000000000,Mid Frequency
347,"Mountain-100 Silver, 48",Bikes,1,21.0000000000000000,Low Frequency
344,"Mountain-100 Silver, 38",Bikes,1,23.0000000000000000,Mid Frequency
353,"Mountain-200 Silver, 38",Bikes,1,38.0000000000000000,Mid Frequency
384,"Road-550-W Yellow, 40",Bikes,1,36.0000000000000000,Mid Frequency
337,"Road-650 Black, 62",Bikes,1,19.0000000000000000,Low Frequency
300,"HL Mountain Frame - Black, 48",Components,1,1.00000000000000000000,Low Frequency
275,"ML Road Frame - Red, 48",Components,1,10.0000000000000000,Low Frequency
360,"Mountain-200 Black, 42",Bikes,1,57.0000000000000000,Mid Frequency
584,"Road-750 Black, 58",Bikes,1,23.0000000000000000,Mid Frequency
475,"Women's Mountain Shorts, M",Clothing,1,37.0000000000000000,Mid Frequency
225,AWC Logo Cap,Clothing,1,121.0000000000000000,High Frequency
415,HL Road Front Wheel,Components,1,6.0000000000000000,Low Frequency
351,"Mountain-100 Black, 48",Bikes,1,22.0000000000000000,Low Frequency
332,"Road-650 Black, 58",Bikes,1,38.0000000000000000,Mid Frequency
327,"Road-650 Red, 44",Bikes,1,90.0000000000000000,High Frequency
472,"Classic Vest, M",Clothing,1,85.0000000000000000,High Frequency
229,"Long-Sleeve Logo Jersey, M",Clothing,1,9.0000000000000000,Low Frequency
294,"HL Mountain Frame - Silver, 46",Components,1,7.0000000000000000,Low Frequency
463,"Half-Finger Gloves, S",Clothing,1,61.0000000000000000,Mid Frequency
220,"Sport-100 Helmet, Blue",Accessories,1,7.0000000000000000,Low Frequency
214,"Sport-100 Helmet, Red",Accessories,1,74.0000000000000000,High Frequency
532,"LL Mountain Frame - Black, 44",Components,1,38.0000000000000000,Mid Frequency
349,"Mountain-100 Black, 42",Bikes,1,17.0000000000000000,Low Frequency
483,Hitch Rack - 4-Bike,Accessories,1,116.0000000000000000,High Frequency
237,"Long-Sleeve Logo Jersey, XL",Clothing,1,60.0000000000000000,Mid Frequency
587,"Mountain-400-W Silver, 38",Bikes,1,20.0000000000000000,Low Frequency
383,"Road-550-W Yellow, 40",Bikes,1,44.0000000000000000,Mid Frequency
462,"Half-Finger Gloves, S",Clothing,1,22.0000000000000000,Low Frequency
499,"HL Touring Frame - Blue, 54",Components,1,18.0000000000000000,Low Frequency
334,"Road-650 Black, 60",Bikes,1,17.0000000000000000,Low Frequency
433,"ML Road Frame-W - Yellow, 44",Components,1,35.0000000000000000,Mid Frequency
581,"Road-350-W Yellow, 42",Bikes,1,29.0000000000000000,Mid Frequency
329,"Road-650 Red, 48",Bikes,1,71.0000000000000000,Mid Frequency
232,"Long-Sleeve Logo Jersey, L",Clothing,1,29.0000000000000000,Mid Frequency
488,"Short-Sleeve Classic Jersey, S",Clothing,1,67.0000000000000000,Mid Frequency
373,"Road-250 Black, 44",Bikes,1,39.0000000000000000,Mid Frequency
477,Water Bottle - 30 oz.,Accessories,1,128.0000000000000000,High Frequency
577,"Touring-2000 Blue, 46",Bikes,1,12.0000000000000000,Low Frequency
484,Bike Wash - Dissolver,Accessories,1,118.0000000000000000,High Frequency
447,Cable Lock,Accessories,1,48.0000000000000000,Mid Frequency
398,LL Mountain Handlebars,Components,1,14.0000000000000000,Low Frequency
340,"Road-650 Black, 48",Bikes,1,7.0000000000000000,Low Frequency
574,"Touring-1000 Blue, 50",Bikes,1,24.0000000000000000,Mid Frequency
254,"LL Road Frame - Black, 58",Components,1,11.0000000000000000,Low Frequency
589,"Mountain-400-W Silver, 42",Bikes,1,10.0000000000000000,Low Frequency
270,"LL Road Frame - Red, 60",Components,1,10.0000000000000000,Low Frequency
367,"Mountain-300 Black, 48",Bikes,1,44.0000000000000000,Mid Frequency
579,"Touring-2000 Blue, 54",Bikes,1,43.0000000000000000,Mid Frequency
357,"Mountain-200 Silver, 46",Bikes,1,35.0000000000000000,Mid Frequency
389,"Road-550-W Yellow, 48",Bikes,1,37.0000000000000000,Mid Frequency
317,"Road-450 Red, 44",Bikes,1,23.0000000000000000,Mid Frequency
233,"Long-Sleeve Logo Jersey, L",Clothing,1,91.0000000000000000,High Frequency
511,"ML Mountain Frame-W - Silver, 40",Components,1,30.0000000000000000,Mid Frequency
361,"Mountain-200 Black, 42",Bikes,1,52.0000000000000000,Mid Frequency
565,"Touring-3000 Blue, 54",Bikes,1,29.0000000000000000,Mid Frequency
352,"Mountain-200 Silver, 38",Bikes,1,56.0000000000000000,Mid Frequency
480,Patch Kit/8 Patches,Accessories,1,5.0000000000000000,Low Frequency
362,"Mountain-200 Black, 46",Bikes,1,42.0000000000000000,Mid Frequency
272,"LL Road Frame - Red, 62",Components,1,7.0000000000000000,Low Frequency
583,"Road-350-W Yellow, 48",Bikes,1,85.0000000000000000,High Frequency
502,"LL Touring Frame - Blue, 50",Components,1,16.0000000000000000,Low Frequency
213,"Sport-100 Helmet, Red",Accessories,1,50.0000000000000000,Mid Frequency
378,"Road-250 Black, 52",Bikes,1,18.0000000000000000,Low Frequency
491,"Short-Sleeve Classic Jersey, XL",Clothing,1,183.0000000000000000,High Frequency
524,"LL Mountain Frame - Silver, 42",Components,1,26.0000000000000000,Mid Frequency
448,Minipump,Accessories,1,53.0000000000000000,Mid Frequency
571,"Touring-3000 Yellow, 58",Bikes,1,6.0000000000000000,Low Frequency
578,"Touring-2000 Blue, 50",Bikes,1,13.0000000000000000,Low Frequency
221,"Sport-100 Helmet, Blue",Accessories,1,67.0000000000000000,Mid Frequency
523,HL Touring Seat/Saddle,Components,1,15.0000000000000000,Low Frequency
296,"HL Mountain Frame - Black, 42",Components,1,1.00000000000000000000,Low Frequency
265,"LL Road Frame - Red, 48",Components,1,14.0000000000000000,Low Frequency
595,"Mountain-500 Silver, 52",Bikes,1,18.0000000000000000,Low Frequency
459,"Men's Bib-Shorts, S",Clothing,1,39.0000000000000000,Mid Frequency
311,"Road-150 Red, 44",Bikes,1,8.0000000000000000,Low Frequency
599,"Mountain-500 Black, 48",Bikes,1,18.0000000000000000,Low Frequency
293,"HL Mountain Frame - Silver, 46",Components,1,3.0000000000000000,Low Frequency
517,HL Mountain Seat/Saddle,Components,1,9.0000000000000000,Low Frequency
591,"Mountain-500 Silver, 40",Bikes,1,10.0000000000000000,Low Frequency
222,"Sport-100 Helmet, Blue",Accessories,1,92.0000000000000000,High Frequency
588,"Mountain-400-W Silver, 40",Bikes,1,31.0000000000000000,Mid Frequency
569,"Touring-3000 Yellow, 50",Bikes,1,26.0000000000000000,Mid Frequency
481,"Racing Socks, M",Clothing,1,33.0000000000000000,Mid Frequency
568,"Touring-3000 Yellow, 44",Bikes,1,35.0000000000000000,Mid Frequency
544,HL Mountain Pedal,Components,1,24.0000000000000000,Mid Frequency
456,"Women's Tights, S",Clothing,1,82.0000000000000000,High Frequency
253,"LL Road Frame - Black, 58",Components,1,4.0000000000000000,Low Frequency
527,"LL Mountain Frame - Silver, 52",Components,1,14.0000000000000000,Low Frequency
482,"Racing Socks, L",Clothing,1,93.0000000000000000,High Frequency
490,"Short-Sleeve Classic Jersey, L",Clothing,1,113.0000000000000000,High Frequency
563,"Touring-1000 Yellow, 54",Bikes,1,4.0000000000000000,Low Frequency
558,HL Crankset,Components,1,26.0000000000000000,Mid Frequency
348,"Mountain-100 Black, 38",Bikes,1,21.0000000000000000,Low Frequency
364,"Mountain-300 Black, 38",Bikes,1,45.0000000000000000,Mid Frequency
598,"Mountain-500 Black, 44",Bikes,1,16.0000000000000000,Low Frequency
546,ML Road Pedal,Components,1,19.0000000000000000,Low Frequency
503,"LL Touring Frame - Blue, 54",Components,1,2.0000000000000000,Low Frequency
597,"Mountain-500 Black, 42",Bikes,1,15.0000000000000000,Low Frequency
231,"Long-Sleeve Logo Jersey, M",Clothing,1,60.0000000000000000,Mid Frequency
371,"Road-250 Red, 58",Bikes,1,8.0000000000000000,Low Frequency
454,"Men's Sports Shorts, L",Clothing,1,11.0000000000000000,Low Frequency
552,Front Derailleur,Components,1,35.0000000000000000,Mid Frequency
421,HL Mountain Rear Wheel,Components,1,41.0000000000000000,Mid Frequency
594,"Mountain-500 Silver, 48",Bikes,1,12.0000000000000000,Low Frequency
460,"Men's Bib-Shorts, M",Clothing,1,63.0000000000000000,Mid Frequency
551,"LL Mountain Frame - Silver, 40",Components,1,11.0000000000000000,Low Frequency
326,"Road-650 Red, 44",Bikes,1,39.0000000000000000,Mid Frequency
469,"Full-Finger Gloves, M",Clothing,1,87.0000000000000000,High Frequency
556,LL Crankset,Components,1,6.0000000000000000,Low Frequency
218,"Mountain Bike Socks, M",Clothing,1,45.0000000000000000,Mid Frequency
328,"Road-650 Red, 48",Bikes,1,29.0000000000000000,Mid Frequency
339,"Road-650 Black, 44",Bikes,1,36.0000000000000000,Mid Frequency
262,"LL Road Frame - Red, 44",Components,1,12.0000000000000000,Low Frequency
236,"Long-Sleeve Logo Jersey, XL",Clothing,1,38.0000000000000000,Mid Frequency
304,"HL Mountain Frame - Black, 38",Components,1,3.0000000000000000,Low Frequency
386,"Road-550-W Yellow, 42",Bikes,1,17.0000000000000000,Low Frequency
464,"Half-Finger Gloves, M",Clothing,1,46.0000000000000000,Mid Frequency
506,"LL Touring Frame - Yellow, 44",Components,1,11.0000000000000000,Low Frequency
320,"Road-650 Red, 58",Bikes,1,11.0000000000000000,Low Frequency
576,"Touring-1000 Blue, 60",Bikes,1,45.0000000000000000,Mid Frequency
493,"LL Touring Frame - Yellow, 62",Components,1,8.0000000000000000,Low Frequency
605,"Road-750 Black, 48",Bikes,1,69.0000000000000000,Mid Frequency
422,LL Road Rear Wheel,Components,1,30.0000000000000000,Mid Frequency
321,"Road-650 Red, 58",Bikes,1,20.0000000000000000,Low Frequency
596,"Mountain-500 Black, 40",Bikes,1,21.0000000000000000,Low Frequency
487,Hydration Pack - 70 oz.,Accessories,1,67.0000000000000000,Mid Frequency
468,"Full-Finger Gloves, S",Clothing,1,8.0000000000000000,Low Frequency
572,"Touring-3000 Yellow, 62",Bikes,1,37.0000000000000000,Mid Frequency
603,HL Bottom Bracket,Components,1,24.0000000000000000,Mid Frequency
376,"Road-250 Black, 48",Bikes,1,25.0000000000000000,Mid Frequency
224,AWC Logo Cap,Clothing,1,85.0000000000000000,High Frequency
271,"LL Road Frame - Red, 60",Components,1,33.0000000000000000,Mid Frequency
410,LL Mountain Front Wheel,Components,1,14.0000000000000000,Low Frequency
388,"Road-550-W Yellow, 44",Bikes,1,11.0000000000000000,Low Frequency
561,"Touring-1000 Yellow, 46",Bikes,1,38.0000000000000000,Mid Frequency
567,"Touring-3000 Blue, 62",Bikes,1,7.0000000000000000,Low Frequency
330,"Road-650 Red, 52",Bikes,1,22.0000000000000000,Low Frequency
420,ML Mountain Rear Wheel,Components,1,38.0000000000000000,Mid Frequency
417,"ML Road Frame-W - Yellow, 38",Components,1,7.0000000000000000,Low Frequency
333,"Road-650 Black, 58",Bikes,1,72.0000000000000000,Mid Frequency
471,"Classic Vest, S",Clothing,1,190.0000000000000000,High Frequency
476,"Women's Mountain Shorts, L",Clothing,1,120.0000000000000000,High Frequency
395,ML Headset,Components,1,26.0000000000000000,Mid Frequency
560,"Touring-2000 Blue, 60",Bikes,1,33.0000000000000000,Mid Frequency
381,"Road-550-W Yellow, 38",Bikes,1,41.0000000000000000,Mid Frequency
319,"Road-450 Red, 52",Bikes,1,37.0000000000000000,Mid Frequency
461,"Men's Bib-Shorts, L",Clothing,1,19.0000000000000000,Low Frequency
600,"Mountain-500 Black, 52",Bikes,1,17.0000000000000000,Low Frequency
434,"ML Road Frame-W - Yellow, 44",Components,1,24.0000000000000000,Mid Frequency
375,"Road-250 Black, 48",Bikes,1,30.0000000000000000,Mid Frequency
325,"Road-650 Red, 62",Bikes,1,82.0000000000000000,High Frequency
428,"ML Mountain Frame - Black, 48",Components,2,57.0000000000000000,Mid Frequency
472,"Classic Vest, M",Clothing,2,83.0000000000000000,High Frequency
503,"LL Touring Frame - Blue, 54",Components,2,18.0000000000000000,Low Frequency
475,"Women's Mountain Shorts, M",Clothing,2,66.0000000000000000,Mid Frequency
422,LL Road Rear Wheel,Components,2,67.0000000000000000,Mid Frequency
369,"Road-250 Red, 48",Bikes,2,74.0000000000000000,High Frequency
512,"ML Mountain Frame-W - Silver, 42",Components,2,48.0000000000000000,Mid Frequency
316,"Road-450 Red, 60",Bikes,2,38.0000000000000000,Mid Frequency
409,"ML Mountain Frame - Black, 38",Components,2,49.0000000000000000,Mid Frequency
566,"Touring-3000 Blue, 58",Bikes,2,29.0000000000000000,Mid Frequency
596,"Mountain-500 Black, 40",Bikes,2,19.0000000000000000,Low Frequency
578,"Touring-2000 Blue, 50",Bikes,2,10.0000000000000000,Low Frequency
477,Water Bottle - 30 oz.,Accessories,2,121.0000000000000000,High Frequency
427,"ML Mountain Frame - Black, 44",Components,2,30.0000000000000000,Mid Frequency
470,"Full-Finger Gloves, L",Clothing,2,262.0000000000000000,High Frequency
352,"Mountain-200 Silver, 38",Bikes,2,74.0000000000000000,High Frequency
224,AWC Logo Cap,Clothing,2,135.0000000000000000,High Frequency
575,"Touring-1000 Blue, 54",Bikes,2,12.0000000000000000,Low Frequency
264,"LL Road Frame - Red, 48",Components,2,9.0000000000000000,Low Frequency
572,"Touring-3000 Yellow, 62",Bikes,2,38.0000000000000000,Mid Frequency
546,ML Road Pedal,Components,2,31.0000000000000000,Mid Frequency
570,"Touring-3000 Yellow, 54",Bikes,2,27.0000000000000000,Mid Frequency
343,"Road-650 Black, 52",Bikes,2,124.0000000000000000,High Frequency
552,Front Derailleur,Components,2,38.0000000000000000,Mid Frequency
217,"Sport-100 Helmet, Black",Accessories,2,109.0000000000000000,High Frequency
604,"Road-750 Black, 44",Bikes,2,44.0000000000000000,Mid Frequency
292,"HL Mountain Frame - Silver, 48",Components,2,12.0000000000000000,Low Frequency
275,"ML Road Frame - Red, 48",Components,2,13.0000000000000000,Low Frequency
232,"Long-Sleeve Logo Jersey, L",Clothing,2,81.0000000000000000,High Frequency
306,"HL Mountain Frame - Black, 38",Components,2,27.0000000000000000,Mid Frequency
373,"Road-250 Black, 44",Bikes,2,78.0000000000000000,High Frequency
236,"Long-Sleeve Logo Jersey, XL",Clothing,2,54.0000000000000000,Mid Frequency
285,"LL Road Frame - Black, 52",Components,2,11.0000000000000000,Low Frequency
305,"HL Mountain Frame - Black, 38",Components,2,26.0000000000000000,Mid Frequency
363,"Mountain-200 Black, 46",Bikes,2,63.0000000000000000,Mid Frequency
573,"Touring-1000 Blue, 46",Bikes,2,63.0000000000000000,Mid Frequency
345,"Mountain-100 Silver, 42",Bikes,2,65.0000000000000000,Mid Frequency
368,"Road-250 Red, 44",Bikes,2,71.0000000000000000,Mid Frequency
547,HL Road Pedal,Components,2,35.0000000000000000,Mid Frequency
307,"HL Mountain Frame - Silver, 38",Components,2,18.0000000000000000,Low Frequency
325,"Road-650 Red, 62",Bikes,2,107.0000000000000000,High Frequency
385,"Road-550-W Yellow, 42",Bikes,2,50.0000000000000000,Mid Frequency
415,HL Road Front Wheel,Components,2,6.0000000000000000,Low Frequency
365,"Mountain-300 Black, 40",Bikes,2,68.0000000000000000,Mid Frequency
254,"LL Road Frame - Black, 58",Components,2,16.0000000000000000,Low Frequency
585,"Touring-3000 Blue, 44",Bikes,2,7.0000000000000000,Low Frequency
234,"Long-Sleeve Logo Jersey, L",Clothing,2,123.0000000000000000,High Frequency
445,"Men's Sports Shorts, S",Clothing,2,51.0000000000000000,Mid Frequency
315,"Road-450 Red, 58",Bikes,2,49.0000000000000000,Mid Frequency
378,"Road-250 Black, 52",Bikes,2,35.0000000000000000,Mid Frequency
311,"Road-150 Red, 44",Bikes,2,27.0000000000000000,Mid Frequency
328,"Road-650 Red, 48",Bikes,2,65.0000000000000000,Mid Frequency
464,"Half-Finger Gloves, M",Clothing,2,57.0000000000000000,Mid Frequency
417,"ML Road Frame-W - Yellow, 38",Components,2,23.0000000000000000,Mid Frequency
273,"LL Road Frame - Red, 62",Components,2,15.0000000000000000,Low Frequency
587,"Mountain-400-W Silver, 38",Bikes,2,22.0000000000000000,Low Frequency
377,"Road-250 Black, 52",Bikes,2,46.0000000000000000,Mid Frequency
571,"Touring-3000 Yellow, 58",Bikes,2,16.0000000000000000,Low Frequency
233,"Long-Sleeve Logo Jersey, L",Clothing,2,143.0000000000000000,High Frequency
506,"LL Touring Frame - Yellow, 44",Components,2,18.0000000000000000,Low Frequency
594,"Mountain-500 Silver, 48",Bikes,2,29.0000000000000000,Mid Frequency
496,"HL Touring Frame - Yellow, 54",Components,2,24.0000000000000000,Mid Frequency
420,ML Mountain Rear Wheel,Components,2,44.0000000000000000,Mid Frequency
221,"Sport-100 Helmet, Blue",Accessories,2,94.0000000000000000,High Frequency
332,"Road-650 Black, 58",Bikes,2,47.0000000000000000,Mid Frequency
558,HL Crankset,Components,2,35.0000000000000000,Mid Frequency
603,HL Bottom Bracket,Components,2,40.0000000000000000,Mid Frequency
339,"Road-650 Black, 44",Bikes,2,76.0000000000000000,High Frequency
314,"Road-150 Red, 56",Bikes,2,42.0000000000000000,Mid Frequency
598,"Mountain-500 Black, 44",Bikes,2,22.0000000000000000,Low Frequency
304,"HL Mountain Frame - Black, 38",Components,2,13.0000000000000000,Low Frequency
358,"Mountain-200 Black, 38",Bikes,2,120.0000000000000000,High Frequency
462,"Half-Finger Gloves, S",Clothing,2,46.0000000000000000,Mid Frequency
342,"Road-650 Black, 52",Bikes,2,70.0000000000000000,Mid Frequency
605,"Road-750 Black, 48",Bikes,2,83.0000000000000000,High Frequency
331,"Road-650 Red, 52",Bikes,2,68.0000000000000000,Mid Frequency
388,"Road-550-W Yellow, 44",Bikes,2,39.0000000000000000,Mid Frequency
366,"Mountain-300 Black, 44",Bikes,2,70.0000000000000000,Mid Frequency
580,"Road-350-W Yellow, 40",Bikes,2,97.0000000000000000,High Frequency
398,LL Mountain Handlebars,Components,2,29.0000000000000000,Mid Frequency
456,"Women's Tights, S",Clothing,2,110.0000000000000000,High Frequency
524,"LL Mountain Frame - Silver, 42",Components,2,54.0000000000000000,Mid Frequency
337,"Road-650 Black, 62",Bikes,2,50.0000000000000000,Mid Frequency
349,"Mountain-100 Black, 42",Bikes,2,58.0000000000000000,Mid Frequency
341,"Road-650 Black, 48",Bikes,2,50.0000000000000000,Mid Frequency
433,"ML Road Frame-W - Yellow, 44",Components,2,18.0000000000000000,Low Frequency
223,AWC Logo Cap,Clothing,2,97.0000000000000000,High Frequency
590,"Mountain-400-W Silver, 46",Bikes,2,18.0000000000000000,Low Frequency
448,Minipump,Accessories,2,39.0000000000000000,Mid Frequency
308,"HL Mountain Frame - Silver, 38",Components,2,29.0000000000000000,Mid Frequency
397,LL Mountain Handlebars,Components,2,28.0000000000000000,Mid Frequency
499,"HL Touring Frame - Blue, 54",Components,2,34.0000000000000000,Mid Frequency
483,Hitch Rack - 4-Bike,Accessories,2,142.0000000000000000,High Frequency
319,"Road-450 Red, 52",Bikes,2,79.0000000000000000,High Frequency
531,"LL Mountain Frame - Black, 42",Components,2,26.0000000000000000,Mid Frequency
461,"Men's Bib-Shorts, L",Clothing,2,30.0000000000000000,Mid Frequency
560,"Touring-2000 Blue, 60",Bikes,2,45.0000000000000000,Mid Frequency
265,"LL Road Frame - Red, 48",Components,2,23.0000000000000000,Mid Frequency
361,"Mountain-200 Black, 42",Bikes,2,73.0000000000000000,High Frequency
287,"LL Road Frame - Black, 52",Components,2,20.0000000000000000,Low Frequency
